# Time  F_D  F_L p_front p_back
1.8510000000e+01 1.6727533852e-04 9.0599863464e-05 1.6390658919e-03 -6.7451950831e-04
1.8515000000e+01 1.6746420838e-04 8.9143959638e-05 1.6391076689e-03 -6.7513204540e-04
1.8520000000e+01 1.6717621265e-04 9.2559297459e-05 1.6390244241e-03 -6.7527836486e-04
1.8525000000e+01 1.6644983157e-04 9.9864344868e-05 1.6388014886e-03 -6.7497186628e-04
1.8530000000e+01 1.6543254905e-04 1.0932562798e-04 1.6384768855e-03 -6.7433918618e-04
1.8535000000e+01 1.6435871150e-04 1.1904852406e-04 1.6381290254e-03 -6.7363374214e-04
1.8540000000e+01 1.6348278884e-04 1.2724175017e-04 1.6378592220e-03 -6.7313844212e-04
1.8545000000e+01 1.6300261160e-04 1.3228690580e-04 1.6377288733e-03 -6.7306903193e-04
1.8550000000e+01 1.6300868466e-04 1.3296324018e-04 1.6377540446e-03 -6.7349085715e-04
1.8555000000e+01 1.6347542611e-04 1.2892390614e-04 1.6378984286e-03 -6.7435110704e-04
1.8560000000e+01 1.6428904225e-04 1.2108818512e-04 1.6381230362e-03 -6.7552393287e-04
1.8565000000e+01 1.6528308246e-04 1.1149068146e-04 1.6383895804e-03 -6.7686817584e-04
1.8570000000e+01 1.6625810193e-04 1.0255843111e-04 1.6386649497e-03 -6.7820797042e-04
1.8575000000e+01 1.6700191974e-04 9.6305119717e-05 1.6388863536e-03 -6.7933871220e-04
1.8580000000e+01 1.6733231030e-04 9.3932376004e-05 1.6389882872e-03 -6.8004760757e-04
1.8585000000e+01 1.6715242078e-04 9.5862712569e-05 1.6389194035e-03 -6.8021525072e-04
1.8590000000e+01 1.6649356550e-04 1.0185279747e-04 1.6386927601e-03 -6.7987337015e-04
1.8595000000e+01 1.6551635733e-04 1.1093514963e-04 1.6383734783e-03 -6.7921560628e-04
1.8600000000e+01 1.6445541796e-04 1.2133352819e-04 1.6380573566e-03 -6.7849544179e-04
1.8605000000e+01 1.6354093936e-04 1.3071175554e-04 1.6378063633e-03 -6.7794113381e-04
1.8610000000e+01 1.6294744447e-04 1.3686622649e-04 1.6376525064e-03 -6.7769478975e-04
1.8615000000e+01 1.6277989698e-04 1.3848680179e-04 1.6376023823e-03 -6.7784478809e-04
1.8620000000e+01 1.6307314231e-04 1.3549308343e-04 1.6376727894e-03 -6.7843344091e-04
1.8625000000e+01 1.6378376594e-04 1.2884040167e-04 1.6378683805e-03 -6.7945048106e-04
1.8630000000e+01 1.6477413268e-04 1.2008757429e-04 1.6381691633e-03 -6.8076738837e-04
1.8635000000e+01 1.6581644341e-04 1.1106110146e-04 1.6384943955e-03 -6.8214332004e-04
1.8640000000e+01 1.6664856053e-04 1.0367731138e-04 1.6387440128e-03 -6.8328404273e-04
1.8645000000e+01 1.6706558432e-04 9.9696714658e-05 1.6388403571e-03 -6.8397724873e-04
1.8650000000e+01 1.6698563376e-04 1.0026359511e-04 1.6387789070e-03 -6.8415596928e-04
1.8655000000e+01 1.6645329626e-04 1.0544167331e-04 1.6385975364e-03 -6.8389801459e-04
1.8660000000e+01 1.6559786198e-04 1.1409828864e-04 1.6383517252e-03 -6.8333602091e-04
1.8665000000e+01 1.6458662051e-04 1.2425631567e-04 1.6380714500e-03 -6.8261917790e-04
1.8670000000e+01 1.6360500683e-04 1.3370465878e-04 1.6377875601e-03 -6.8190504455e-04
1.8675000000e+01 1.6285443552e-04 1.4053810449e-04 1.6375476553e-03 -6.8139752904e-04
1.8680000000e+01 1.6252132662e-04 1.4346130335e-04 1.6374316795e-03 -6.8130191249e-04
1.8685000000e+01 1.6270723659e-04 1.4192926241e-04 1.6374899320e-03 -6.8174672758e-04
1.8690000000e+01 1.6337158145e-04 1.3625723809e-04 1.6377133411e-03 -6.8268534075e-04
1.8695000000e+01 1.6433702805e-04 1.2766481295e-04 1.6380193088e-03 -6.8391665338e-04
1.8700000000e+01 1.6535856492e-04 1.1809569204e-04 1.6383136693e-03 -6.8517017698e-04
1.8705000000e+01 1.6621144193e-04 1.0977495971e-04 1.6385291534e-03 -6.8623119176e-04
1.8710000000e+01 1.6673971217e-04 1.0464343174e-04 1.6386530918e-03 -6.8696564057e-04
1.8715000000e+01 1.6685201166e-04 1.0387024100e-04 1.6386783715e-03 -6.8730328487e-04
1.8720000000e+01 1.6651050538e-04 1.0761110239e-04 1.6385897896e-03 -6.8719458782e-04
1.8725000000e+01 1.6575285882e-04 1.1503433201e-04 1.6383671876e-03 -6.8665470692e-04
1.8730000000e+01 1.6472366578e-04 1.2453289571e-04 1.6380420896e-03 -6.8581001787e-04
1.8735000000e+01 1.6366385575e-04 1.3407065322e-04 1.6376964778e-03 -6.8491986474e-04
1.8740000000e+01 1.6284022408e-04 1.4161318714e-04 1.6374422146e-03 -6.8427514246e-04
1.8745000000e+01 1.6244718162e-04 1.4554827062e-04 1.6373446260e-03 -6.8408385717e-04
1.8750000000e+01 1.6254542900e-04 1.4501242999e-04 1.6374035736e-03 -6.8438679509e-04
1.8755000000e+01 1.6307673632e-04 1.4007970519e-04 1.6375663748e-03 -6.8510258994e-04
1.8760000000e+01 1.6391729127e-04 1.3178650720e-04 1.6377923995e-03 -6.8609421643e-04
1.8765000000e+01 1.6490978425e-04 1.2195427195e-04 1.6380533162e-03 -6.8722623080e-04
1.8770000000e+01 1.6586631187e-04 1.1279714978e-04 1.6383231070e-03 -6.8833294898e-04
1.8775000000e+01 1.6657670692e-04 1.0637561811e-04 1.6385383122e-03 -6.8921029292e-04
1.8780000000e+01 1.6685395575e-04 1.0405832221e-04 1.6386234670e-03 -6.8964550684e-04
1.8785000000e+01 1.6660987424e-04 1.0621913589e-04 1.6385268155e-03 -6.8953121482e-04
1.8790000000e+01 1.6590606824e-04 1.1226797256e-04 1.6382770016e-03 -6.8892640277e-04
1.8795000000e+01 1.6493077852e-04 1.2087716232e-04 1.6379555959e-03 -6.8804713082e-04
1.8800000000e+01 1.6391913960e-04 1.3023788761e-04 1.6376553447e-03 -6.8714896016e-04
1.8805000000e+01 1.6308049729e-04 1.3831888935e-04 1.6374249203e-03 -6.8644094339e-04
1.8810000000e+01 1.6256861908e-04 1.4321386243e-04 1.6372855195e-03 -6.8604646386e-04
1.8815000000e+01 1.6248120622e-04 1.4363095490e-04 1.6372451878e-03 -6.8604712286e-04
1.8820000000e+01 1.6285553948e-04 1.3935928861e-04 1.6373291220e-03 -6.8648533059e-04
1.8825000000e+01 1.6364141714e-04 1.3139254945e-04 1.6375443318e-03 -6.8733947468e-04
1.8830000000e+01 1.6467659192e-04 1.2157602806e-04 1.6378552034e-03 -6.8845949887e-04
1.8835000000e+01 1.6571382525e-04 1.1200225982e-04 1.6381675498e-03 -6.8958869315e-04
1.8840000000e+01 1.6650111851e-04 1.0452175730e-04 1.6383865789e-03 -6.9044246398e-04
1.8845000000e+01 1.6686425552e-04 1.0051988715e-04 1.6384530058e-03 -6.9083676403e-04
1.8850000000e+01 1.6674741636e-04 1.0080986396e-04 1.6383737327e-03 -6.9073070483e-04
1.8855000000e+01 1.6620255691e-04 1.0543539098e-04 1.6381859003e-03 -6.9020762708e-04
1.8860000000e+01 1.6535185894e-04 1.1342740085e-04 1.6379334931e-03 -6.8939531177e-04
1.8865000000e+01 1.6436131972e-04 1.2283634062e-04 1.6376426778e-03 -6.8844430518e-04
1.8870000000e+01 1.6343143288e-04 1.3126041772e-04 1.6373560487e-03 -6.8752570834e-04
1.8875000000e+01 1.6277380874e-04 1.3663851697e-04 1.6371340038e-03 -6.8684965091e-04
1.8880000000e+01 1.6255728012e-04 1.3782674173e-04 1.6370482308e-03 -6.8660571389e-04
1.8885000000e+01 1.6284799910e-04 1.3469006663e-04 1.6371299839e-03 -6.8688810069e-04
1.8890000000e+01 1.6357938017e-04 1.2785925987e-04 1.6373572453e-03 -6.8762434618e-04
1.8895000000e+01 1.6457228559e-04 1.1852057858e-04 1.6376511674e-03 -6.8861148523e-04
1.8900000000e+01 1.6559753363e-04 1.0838403456e-04 1.6379308644e-03 -6.8959462621e-04
1.8905000000e+01 1.6644198754e-04 9.9570449008e-05 1.6381375884e-03 -6.9036793359e-04
1.8910000000e+01 1.6694440016e-04 9.4131265897e-05 1.6382490995e-03 -6.9079439767e-04
1.8915000000e+01 1.6700871252e-04 9.3326039445e-05 1.6382477227e-03 -6.9080148975e-04
1.8920000000e+01 1.6661596794e-04 9.7131142794e-05 1.6381249499e-03 -6.9035705921e-04
1.8925000000e+01 1.6583686519e-04 1.0433384458e-04 1.6378804027e-03 -6.8950659775e-04
1.8930000000e+01 1.6483529328e-04 1.1309250709e-04 1.6375557163e-03 -6.8839766439e-04
1.8935000000e+01 1.6384490243e-04 1.2150461763e-04 1.6372279158e-03 -6.8728223658e-04
1.8940000000e+01 1.6310691267e-04 1.2786356832e-04 1.6369919577e-03 -6.8642657032e-04
1.8945000000e+01 1.6279493004e-04 1.3073341528e-04 1.6369025996e-03 -6.8601870708e-04
1.8950000000e+01 1.6296911835e-04 1.2918224716e-04 1.6369659470e-03 -6.8609716993e-04
1.8955000000e+01 1.6357519647e-04 1.2320988813e-04 1.6371410208e-03 -6.8658137509e-04
1.8960000000e+01 1.6447529185e-04 1.1400875414e-04 1.6373815848e-03 -6.8732357606e-04
1.8965000000e+01 1.6548752897e-04 1.0371077564e-04 1.6376437605e-03 -6.8816617958e-04
1.8970000000e+01 1.6641425693e-04 9.4667144544e-05 1.6378929366e-03 -6.8893282279e-04
1.8975000000e+01 1.6706183041e-04 8.8706684067e-05 1.6380741720e-03 -6.8943381863e-04
1.8980000000e+01 1.6727519696e-04 8.6803563212e-05 1.6381291036e-03 -6.8948835102e-04
1.8985000000e+01 1.6699000713e-04 8.9137042076e-05 1.6380183952e-03 -6.8901192165e-04
1.8990000000e+01 1.6626855261e-04 9.5205727919e-05 1.6377644534e-03 -6.8806744132e-04
1.8995000000e+01 1.6528998632e-04 1.0380821422e-04 1.6374370161e-03 -6.8686450481e-04
1.9000000000e+01 1.6429399473e-04 1.1305462192e-04 1.6371299453e-03 -6.8566075659e-04
1.9005000000e+01 1.6350378138e-04 1.2069410810e-04 1.6369050285e-03 -6.8467457838e-04
1.9010000000e+01 1.6307285043e-04 1.2477722222e-04 1.6367875780e-03 -6.8403115894e-04
1.9015000000e+01 1.6307651996e-04 1.2430942436e-04 1.6367768788e-03 -6.8379193800e-04
1.9020000000e+01 1.6351973241e-04 1.1949285010e-04 1.6368809394e-03 -6.8396871980e-04
1.9025000000e+01 1.6433177715e-04 1.1148466952e-04 1.6370968027e-03 -6.8451950251e-04
1.9030000000e+01 1.6535580618e-04 1.0196818834e-04 1.6373952799e-03 -6.8529708552e-04
1.9035000000e+01 1.6636180429e-04 9.2822537786e-05 1.6376966673e-03 -6.8605798536e-04
1.9040000000e+01 1.6710294045e-04 8.5893721090e-05 1.6379069344e-03 -6.8652644325e-04
1.9045000000e+01 1.6740038391e-04 8.2711563192e-05 1.6379581411e-03 -6.8651838565e-04
1.9050000000e+01 1.6720416436e-04 8.4086429946e-05 1.6378541208e-03 -6.8599874623e-04
1.9055000000e+01 1.6658907176e-04 8.9758467218e-05 1.6376421496e-03 -6.8507016804e-04
1.9060000000e+01 1.6570395512e-04 9.8384133553e-05 1.6373796847e-03 -6.8388583290e-04
1.9065000000e+01 1.6472570954e-04 1.0792917902e-04 1.6371000311e-03 -6.8260623041e-04
1.9070000000e+01 1.6384029350e-04 1.1624821222e-04 1.6368361656e-03 -6.8139164555e-04
1.9075000000e+01 1.6323403058e-04 1.2158131258e-04 1.6366335400e-03 -6.8043091068e-04
1.9080000000e+01 1.6306403981e-04 1.2285112989e-04 1.6365605215e-03 -6.7990024176e-04
1.9085000000e+01 1.6339775361e-04 1.1980306728e-04 1.6366569074e-03 -6.7988916329e-04
1.9090000000e+01 1.6416292111e-04 1.1305583859e-04 1.6369019593e-03 -6.8032002969e-04
1.9095000000e+01 1.6516256379e-04 1.0404256621e-04 1.6372086947e-03 -6.8097499723e-04
1.9100000000e+01 1.6615094408e-04 9.4759935244e-05 1.6374853790e-03 -6.8158553786e-04
1.9105000000e+01 1.6691560043e-04 8.7317190118e-05 1.6376716478e-03 -6.8194742090e-04
1.9110000000e+01 1.6731891664e-04 8.3422404323e-05 1.6377565574e-03 -6.8194522152e-04
1.9115000000e+01 1.6729479895e-04 8.3977628203e-05 1.6377388250e-03 -6.8153125192e-04
1.9120000000e+01 1.6683634389e-04 8.8877800233e-05 1.6376116135e-03 -6.8068743303e-04
1.9125000000e+01 1.6600989052e-04 9.7053477293e-05 1.6373658369e-03 -6.7946016197e-04
1.9130000000e+01 1.6497906944e-04 1.0673639666e-04 1.6370397035e-03 -6.7799830317e-04
1.9135000000e+01 1.6398718948e-04 1.1586560285e-04 1.6367177896e-03 -6.7656035023e-04
1.9140000000e+01 1.6328214465e-04 1.2253870938e-04 1.6365017927e-03 -6.7541739101e-04
1.9145000000e+01 1.6302727724e-04 1.2540338775e-04 1.6364451635e-03 -6.7474532926e-04
1.9150000000e+01 1.6325423514e-04 1.2390472992e-04 1.6365398295e-03 -6.7455668533e-04
1.9155000000e+01 1.6388003147e-04 1.1838844846e-04 1.6367303252e-03 -6.7474662218e-04
1.9160000000e+01 1.6476052063e-04 1.1007985470e-04 1.6369701650e-03 -6.7516152531e-04
1.9165000000e+01 1.6572720077e-04 1.0089120872e-04 1.6372282569e-03 -6.7565178656e-04
1.9170000000e+01 1.6659210604e-04 9.3007719710e-05 1.6374749705e-03 -6.7604992242e-04
1.9175000000e+01 1.6715976559e-04 8.8322612050e-05 1.6376498750e-03 -6.7616659396e-04
1.9180000000e+01 1.6727528179e-04 8.7929306560e-05 1.6376885592e-03 -6.7582367050e-04
1.9185000000e+01 1.6688863193e-04 9.1890759518e-05 1.6375558286e-03 -6.7495236975e-04
1.9190000000e+01 1.6608969346e-04 9.9347208495e-05 1.6372874354e-03 -6.7364283258e-04
1.9195000000e+01 1.6508034362e-04 1.0881092005e-04 1.6369667059e-03 -6.7212269238e-04
1.9200000000e+01 1.6409673565e-04 1.1844249161e-04 1.6366833031e-03 -6.7064613773e-04
1.9205000000e+01 1.6333808144e-04 1.2629185848e-04 1.6364832392e-03 -6.6941149595e-04
1.9210000000e+01 1.6293983869e-04 1.3064299756e-04 1.6363834028e-03 -6.6852776226e-04
1.9215000000e+01 1.6297478896e-04 1.3048689135e-04 1.6363888935e-03 -6.6805157657e-04
1.9220000000e+01 1.6344766182e-04 1.2592071122e-04 1.6365135585e-03 -6.6799372915e-04
1.9225000000e+01 1.6427640644e-04 1.1818660945e-04 1.6367517863e-03 -6.6829932362e-04
1.9230000000e+01 1.6528310104e-04 1.0924978928e-04 1.6370613430e-03 -6.6880091579e-04
1.9235000000e+01 1.6622468256e-04 1.0117013556e-04 1.6373525629e-03 -6.6924498636e-04
1.9240000000e+01 1.6686772513e-04 9.5644286799e-05 1.6375374855e-03 -6.6937059515e-04
1.9245000000e+01 1.6706597310e-04 9.3832534875e-05 1.6375678513e-03 -6.6902246683e-04
1.9250000000e+01 1.6679233595e-04 9.6280926334e-05 1.6374569596e-03 -6.6818788742e-04
1.9255000000e+01 1.6612283706e-04 1.0274844642e-04 1.6372460413e-03 -6.6697243914e-04
1.9260000000e+01 1.6520100282e-04 1.1202926734e-04 1.6369834729e-03 -6.6552497032e-04
1.9265000000e+01 1.6420692489e-04 1.2207019704e-04 1.6367035270e-03 -6.6400913521e-04
1.9270000000e+01 1.6333812492e-04 1.3053620930e-04 1.6364486127e-03 -6.6259738245e-04
1.9275000000e+01 1.6278550348e-04 1.3557935085e-04 1.6362730270e-03 -6.6148032932e-04
1.9280000000e+01 1.6268658935e-04 1.3633859836e-04 1.6362366026e-03 -6.6081447183e-04
1.9285000000e+01 1.6307357231e-04 1.3294366287e-04 1.6363593344e-03 -6.6065668070e-04
1.9290000000e+01 1.6385302388e-04 1.2624051298e-04 1.6366100574e-03 -6.6090894955e-04
1.9295000000e+01 1.6483294307e-04 1.1757825109e-04 1.6369103704e-03 -6.6135573146e-04
1.9300000000e+01 1.6578273126e-04 1.0873615242e-04 1.6371802437e-03 -6.6174393608e-04
1.9305000000e+01 1.6649697835e-04 1.0175853837e-04 1.6373624668e-03 -6.6187674412e-04
1.9310000000e+01 1.6683500219e-04 9.8464760216e-05 1.6374382977e-03 -6.6163621896e-04
1.9315000000e+01 1.6673140257e-04 9.9784454539e-05 1.6373998366e-03 -6.6097634799e-04
1.9320000000e+01 1.6619887405e-04 1.0537882096e-04 1.6372470715e-03 -6.5989905243e-04
1.9325000000e+01 1.6533489591e-04 1.1383144149e-04 1.6369900937e-03 -6.5847859354e-04
1.9330000000e+01 1.6431760448e-04 1.2322774815e-04 1.6366752661e-03 -6.5687865691e-04
1.9335000000e+01 1.6337618298e-04 1.3168810317e-04 1.6363770413e-03 -6.5534629076e-04
1.9340000000e+01 1.6273390025e-04 1.3761106099e-04 1.6361817170e-03 -6.5412847566e-04
1.9345000000e+01 1.6253946999e-04 1.3976774033e-04 1.6361379144e-03 -6.5338423850e-04
1.9350000000e+01 1.6282314854e-04 1.3752354252e-04 1.6362427743e-03 -6.5312443430e-04
1.9355000000e+01 1.6350191239e-04 1.3119446532e-04 1.6364484193e-03 -6.5324286843e-04
1.9360000000e+01 1.6441802966e-04 1.2220070578e-04 1.6367031638e-03 -6.5357338059e-04
1.9365000000e+01 1.6538111199e-04 1.1272425250e-04 1.6369609779e-03 -6.5394733959e-04
1.9370000000e+01 1.6619843060e-04 1.0499558819e-04 1.6371858726e-03 -6.5419269508e-04
1.9375000000e+01 1.6669679226e-04 1.0063645685e-04 1.6373301418e-03 -6.5413810516e-04
1.9380000000e+01 1.6675151542e-04 1.0038564859e-04 1.6373452510e-03 -6.5363527139e-04
1.9385000000e+01 1.6632929561e-04 1.0417294574e-04 1.6372022307e-03 -6.5263406830e-04
1.9390000000e+01 1.6551955335e-04 1.1125000590e-04 1.6369308059e-03 -6.5122598873e-04
1.9395000000e+01 1.6451860252e-04 1.2021897524e-04 1.6366064029e-03 -6.4963341565e-04
1.9400000000e+01 1.6356659349e-04 1.2912569382e-04 1.6363198572e-03 -6.4811359069e-04
1.9405000000e+01 1.6287343710e-04 1.3584261186e-04 1.6361287450e-03 -6.4687134395e-04
1.9410000000e+01 1.6257080795e-04 1.3869332445e-04 1.6360528941e-03 -6.4601190888e-04
1.9415000000e+01 1.6270487737e-04 1.3699475338e-04 1.6360848107e-03 -6.4556934063e-04
1.9420000000e+01 1.6325050436e-04 1.3120568624e-04 1.6362224243e-03 -6.4552652282e-04
1.9425000000e+01 1.6411366887e-04 1.2265985355e-04 1.6364565845e-03 -6.4581353080e-04
1.9430000000e+01 1.6512369500e-04 1.1313888600e-04 1.6367519299e-03 -6.4626828652e-04
1.9435000000e+01 1.6605116105e-04 1.0452733205e-04 1.6370289115e-03 -6.4664943799e-04
1.9440000000e+01 1.6666795037e-04 9.8556294931e-05 1.6372004871e-03 -6.4670286117e-04
1.9445000000e+01 1.6682521757e-04 9.6503907477e-05 1.6372107743e-03 -6.4627457107e-04
1.9450000000e+01 1.6650388403e-04 9.8846129751e-05 1.6370711316e-03 -6.4536100426e-04
1.9455000000e+01 1.6580512267e-04 1.0502805035e-04 1.6368355945e-03 -6.4408775889e-04
1.9460000000e+01 1.6489553243e-04 1.1353972768e-04 1.6365649226e-03 -6.4262447397e-04
1.9465000000e+01 1.6395755335e-04 1.2232251689e-04 1.6362942430e-03 -6.4113888345e-04
1.9470000000e+01 1.6317173873e-04 1.2932302130e-04 1.6360556657e-03 -6.3978937249e-04
1.9475000000e+01 1.6270789848e-04 1.3295557189e-04 1.6358929605e-03 -6.3874655064e-04
1.9480000000e+01 1.6269312639e-04 1.3238178367e-04 1.6358635146e-03 -6.3815575211e-04
1.9485000000e+01 1.6315927012e-04 1.2763445162e-04 1.6359942312e-03 -6.3806875686e-04
1.9490000000e+01 1.6400650411e-04 1.1960834473e-04 1.6362550958e-03 -6.3837969571e-04
1.9495000000e+01 1.6502401771e-04 1.0990687752e-04 1.6365574744e-03 -6.3885814489e-04
1.9500000000e+01 1.6596777356e-04 1.0053054931e-04 1.6368114653e-03 -6.3924122303e-04
1.9505000000e+01 1.6664104473e-04 9.3441456942e-05 1.6369640572e-03 -6.3933871342e-04
1.9510000000e+01 1.6692819276e-04 9.0109662274e-05 1.6370087125e-03 -6.3905537369e-04
1.9515000000e+01 1.6678785474e-04 9.1166824941e-05 1.6369487119e-03 -6.3836705503e-04
1.9520000000e+01 1.6624212756e-04 9.6253631085e-05 1.6367848028e-03 -6.3728559135e-04
1.9525000000e+01 1.6538451042e-04 1.0409453178e-04 1.6365196851e-03 -6.3588496228e-04
1.9530000000e+01 1.6439268079e-04 1.1280206073e-04 1.6361965641e-03 -6.3433105396e-04
1.9535000000e+01 1.6350576053e-04 1.2033828435e-04 1.6358988233e-03 -6.3287676357e-04
1.9540000000e+01 1.6295068536e-04 1.2497730113e-04 1.6357189740e-03 -6.3176948058e-04
1.9545000000e+01 1.6285935772e-04 1.2564035433e-04 1.6356991530e-03 -6.3115203754e-04
1.9550000000e+01 1.6323303506e-04 1.2206914449e-04 1.6358218977e-03 -6.3100886876e-04
1.9555000000e+01 1.6396681147e-04 1.1486296222e-04 1.6360301126e-03 -6.3121336307e-04
1.9560000000e+01 1.6490060005e-04 1.0541218320e-04 1.6362738188e-03 -6.3159760094e-04
1.9565000000e+01 1.6585659716e-04 9.5686028996e-05 1.6365177754e-03 -6.3200193811e-04
1.9570000000e+01 1.6665143400e-04 8.7804025384e-05 1.6367308256e-03 -6.3226128765e-04
1.9575000000e+01 1.6710967769e-04 8.3464907969e-05 1.6368587288e-03 -6.3220449672e-04
1.9580000000e+01 1.6710798356e-04 8.3475676502e-05 1.6368470983e-03 -6.3168834116e-04
1.9585000000e+01 1.6663209136e-04 8.7603129231e-05 1.6366753738e-03 -6.3068069543e-04
1.9590000000e+01 1.6579823611e-04 9.4761287072e-05 1.6363872717e-03 -6.2929836675e-04
1.9595000000e+01 1.6481719365e-04 1.0334502460e-04 1.6360658306e-03 -6.2777656622e-04
1.9600000000e+01 1.6392125870e-04 1.1151853585e-04 1.6357958920e-03 -6.2636421429e-04
1.9605000000e+01 1.6329760801e-04 1.1745153405e-04 1.6356215403e-03 -6.2524540319e-04
1.9610000000e+01 1.6306092845e-04 1.1964579054e-04 1.6355549957e-03 -6.2451126524e-04
1.9615000000e+01 1.6325616692e-04 1.1738337311e-04 1.6355955013e-03 -6.2419224244e-04
1.9620000000e+01 1.6385762564e-04 1.1106396606e-04 1.6357471239e-03 -6.2426817313e-04
1.9625000000e+01 1.6475657883e-04 1.0214670280e-04 1.6359942828e-03 -6.2465491013e-04
1.9630000000e+01 1.6576260335e-04 9.2670200462e-05 1.6362884098e-03 -6.2517233519e-04
1.9635000000e+01 1.6664101498e-04 8.4627832513e-05 1.6365455018e-03 -6.2557420636e-04
1.9640000000e+01 1.6718117045e-04 7.9544494979e-05 1.6366869893e-03 -6.2562487599e-04
1.9645000000e+01 1.6726395164e-04 7.8347089021e-05 1.6366735398e-03 -6.2519845182e-04
1.9650000000e+01 1.6689005510e-04 8.1318766834e-05 1.6365245112e-03 -6.2430953965e-04
1.9655000000e+01 1.6615991261e-04 8.7956693508e-05 1.6362871058e-03 -6.2308433684e-04
1.9660000000e+01 1.6523389278e-04 9.6856204353e-05 1.6360126289e-03 -6.2168881732e-04
1.9665000000e+01 1.6430005030e-04 1.0590731649e-04 1.6357402143e-03 -6.2029488267e-04
1.9670000000e+01 1.6354969815e-04 1.1289237435e-04 1.6355123561e-03 -6.1907063918e-04
1.9675000000e+01 1.6314984894e-04 1.1620570093e-04 1.6353759699e-03 -6.1818393452e-04
1.9680000000e+01 1.6320495664e-04 1.1526809456e-04 1.6353779371e-03 -6.1775764285e-04
1.9685000000e+01 1.6371609461e-04 1.1046537457e-04 1.6355289591e-03 -6.1781325041e-04
1.9690000000e+01 1.6456655065e-04 1.0284084759e-04 1.6357908206e-03 -6.1822962883e-04
1.9695000000e+01 1.6555319136e-04 9.3872630471e-05 1.6360841574e-03 -6.1878212812e-04
1.9700000000e+01 1.6644795333e-04 8.5374935942e-05 1.6363312267e-03 -6.1922244450e-04
1.9705000000e+01 1.6705848464e-04 7.9280699906e-05 1.6364790139e-03 -6.1936641547e-04
1.9710000000e+01 1.6726606263e-04 7.7149885388e-05 1.6365122396e-03 -6.1911768911e-04
1.9715000000e+01 1.6703563106e-04 7.9586599544e-05 1.6364322315e-03 -6.1845733197e-04
1.9720000000e+01 1.6641100944e-04 8.5968005079e-05 1.6362488716e-03 -6.1741852700e-04
1.9725000000e+01 1.6551134344e-04 9.4711071009e-05 1.6359798846e-03 -6.1610005687e-04
1.9730000000e+01 1.6452333545e-04 1.0386380066e-04 1.6356739036e-03 -6.1467668062e-04
1.9735000000e+01 1.6366989669e-04 1.1160470982e-04 1.6354037625e-03 -6.1338681098e-04
1.9740000000e+01 1.6315330557e-04 1.1646820257e-04 1.6352466557e-03 -6.1245518305e-04
1.9745000000e+01 1.6309415409e-04 1.1745116900e-04 1.6352426408e-03 -6.1201070332e-04
1.9750000000e+01 1.6349424613e-04 1.1422028991e-04 1.6353814770e-03 -6.1203628688e-04
1.9755000000e+01 1.6424443659e-04 1.0738549062e-04 1.6356092055e-03 -6.1240211236e-04
1.9760000000e+01 1.6516970252e-04 9.8545305839e-05 1.6358685170e-03 -6.1292733929e-04
1.9765000000e+01 1.6607658122e-04 8.9887858800e-05 1.6361133531e-03 -6.1343728282e-04
1.9770000000e+01 1.6678228555e-04 8.3496460843e-05 1.6363091769e-03 -6.1376794880e-04
1.9775000000e+01 1.6713497504e-04 8.0765996920e-05 1.6364142792e-03 -6.1376908462e-04
1.9780000000e+01 1.6704041050e-04 8.2195014394e-05 1.6363898002e-03 -6.1332486132e-04
1.9785000000e+01 1.6649664818e-04 8.7472503499e-05 1.6362182225e-03 -6.1241799030e-04
1.9790000000e+01 1.6561671062e-04 9.5620116887e-05 1.6359351689e-03 -6.1116547081e-04
1.9795000000e+01 1.6460895738e-04 1.0508300528e-04 1.6356192859e-03 -6.0979883054e-04
1.9800000000e+01 1.6371119028e-04 1.1389491364e-04 1.6353591240e-03 -6.0857038372e-04
1.9805000000e+01 1.6311607777e-04 1.2008739164e-04 1.6352063740e-03 -6.0766803140e-04
1.9810000000e+01 1.6292991790e-04 1.2226662398e-04 1.6351732914e-03 -6.0717474988e-04
1.9815000000e+01 1.6317157046e-04 1.2005141429e-04 1.6352471219e-03 -6.0709746719e-04
1.9820000000e+01 1.6378842607e-04 1.1413534938e-04 1.6354171952e-03 -6.0739201282e-04
1.9825000000e+01 1.6466477740e-04 1.0599837819e-04 1.6356670117e-03 -6.0796455459e-04
1.9830000000e+01 1.6562122290e-04 9.7486518054e-05 1.6359574368e-03 -6.0864240974e-04
1.9835000000e+01 1.6643409617e-04 9.0451349677e-05 1.6362111984e-03 -6.0919064758e-04
1.9840000000e+01 1.6689579042e-04 8.6465388008e-05 1.6363477528e-03 -6.0937970297e-04
1.9845000000e+01 1.6688905757e-04 8.6533758777e-05 1.6363235247e-03 -6.0908719343e-04
1.9850000000e+01 1.6642609519e-04 9.0811800352e-05 1.6361587259e-03 -6.0833985294e-04
1.9855000000e+01 1.6563068857e-04 9.8477525185e-05 1.6359118830e-03 -6.0728408752e-04
1.9860000000e+01 1.6468271616e-04 1.0788919717e-04 1.6356453927e-03 -6.0610227850e-04
1.9865000000e+01 1.6376766285e-04 1.1699909878e-04 1.6353965350e-03 -6.0496541653e-04
1.9870000000e+01 1.6305690480e-04 1.2386731336e-04 1.6351953847e-03 -6.0402606667e-04
1.9875000000e+01 1.6269977278e-04 1.2709995927e-04 1.6350813761e-03 -6.0343426891e-04
